rows,cols,format,saving_time,loading_time,file_size
10,100,csv,0.6996238231658936,0.0017189979553222656,0.004093170166015625
10,100,json,0.0005061626434326172,0.006091117858886719,0.008290290832519531
10,100,xml,0.003674030303955078,0.0026090145111083984,0.018085479736328125
10,100,pickle,0.00039768218994140625,0.00037407875061035156,0.008844375610351562
10,100,parquet,0.006618022918701172,0.01671290397644043,0.0640106201171875
10,100,hdf,0.004379987716674805,0.002544879913330078,0.01453399658203125
10,100,feather,0.0033538341522216797,0.0024518966674804688,0.04207038879394531
10,1000,csv,0.0024766921997070312,0.0067713260650634766,0.041782379150390625
10,1000,json,0.0008420944213867188,0.05615806579589844,0.08374500274658203
10,1000,xml,0.03775906562805176,0.01858210563659668,0.19741344451904297
10,1000,pickle,0.01782703399658203,0.0002079010009765625,0.08353233337402344
10,1000,parquet,0.056321144104003906,0.025856971740722656,0.6442317962646484
10,1000,hdf,0.003904104232788086,0.003470897674560547,0.09085845947265625
10,1000,feather,0.02111220359802246,0.014368772506713867,0.4215259552001953
10,10000,csv,0.01851487159729004,0.05992889404296875,0.4270620346069336
10,10000,json,0.005913972854614258,1.2481567859649658,0.8466796875
10,10000,xml,1.0580248832702637,0.18519282341003418,2.1619958877563477
10,10000,pickle,0.0013089179992675781,0.0007920265197753906,0.8388690948486328
10,10000,parquet,1.2086091041564941,0.2318401336669922,6.544594764709473
10,10000,hdf,0.007364749908447266,0.00790095329284668,0.8824081420898438
10,10000,feather,0.18056178092956543,0.09393191337585449,4.249673843383789
10,20000,csv,0.046946048736572266,0.11618208885192871,0.8647642135620117
10,20000,json,0.011188983917236328,4.061237096786499,1.7039985656738281
10,20000,xml,4.047765016555786,0.39780116081237793,4.535656929016113
10,20000,pickle,0.0017621517181396484,0.001542806625366211,1.687666893005371
10,20000,parquet,4.058046817779541,0.45789098739624023,13.194720268249512
10,20000,hdf,0.010598182678222656,0.012773752212524414,1.7597885131835938
10,20000,feather,0.34575605392456055,0.18993830680847168,8.543069839477539
10,50000,csv,0.23294687271118164,0.2938821315765381,2.178177833557129
10,50000,json,0.030393123626708984,28.854567289352417,4.276262283325195
10,50000,xml,27.107351779937744,1.0643310546875,11.656947135925293
10,50000,pickle,0.004059791564941406,0.002868175506591797,4.234068870544434
10,50000,parquet,30.446785926818848,1.142662763595581,33.14341163635254
10,50000,hdf,0.02186870574951172,0.03039836883544922,4.391929626464844
10,50000,feather,0.9930758476257324,0.5458800792694092,21.41899299621582
10,100000,csv,0.8456740379333496,0.8184561729431152,4.366881370544434
10,100000,json,0.0565190315246582,151.00968408584595,8.56304931640625
10,100000,xml,146.46324801445007,3.4086978435516357,23.525463104248047
10,100000,pickle,0.008209705352783203,0.0049779415130615234,8.478081703186035
10,100000,parquet,149.25806713104248,2.4279870986938477,66.39075756072998
10,100000,hdf,0.04186701774597168,0.05755186080932617,8.969566345214844
10,100000,feather,1.6882920265197754,0.9796228408813477,42.87822914123535
10,200000,csv,1.6912169456481934,2.092820167541504,8.839611053466797
10,200000,json,0.1176600456237793,772.7904951572418,17.231945991516113
10,200000,xml,785.4508368968964,8.510746955871582,49.16976261138916
10,200000,pickle,0.017582178115844727,0.01119089126586914,17.06147003173828
10,200000,parquet,792.9118468761444,5.189152956008911,133.61786079406738
10,200000,hdf,0.08100605010986328,0.11141705513000488,17.934104919433594
10,200000,feather,3.4374680519104004,1.980665922164917,86.18190956115723
